iso	glottocode	name	status	WRITING	DEVELOPMENT	USE	SIGN_LANGUAGE	UNWRITTEN	LITERATURE	NEWSPAPERS	TV	RADIO	TAUGHT	SHIFTING	SHIFTED	NT	OT	BIBLE	Dictionary	Grammar	LITERACY_L1	LITERACY_L2	Writing	Language Development	Language Use
ssy	saho1246	Saho	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	1	0	0	0	0		1	0	Females: about 30%.	Below 5%.	Ethiopic script [Ethi], official usage in Ethiopia. Latin script [Latn], official usage in Eritrea.	Literacy rate in L1: Females: about 30%. Literacy rate in L2: Below 5%. Taught in some primary schools. Literature. Radio. Videos. Dictionary. Texts. Bible portions: 1964.	Home, community. Used by all. Also use Afar [aar]. Also use Tigré [tig]. Also use Tigrigna [tir].
maf	mafa1239	Mafa	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn].	New orthography in Catholic schools. Taught as subject in some primary schools. Literature. Radio. Dictionary. Bible: 1989.	Vigorous. All domains. Used by all. Some also use Adamawa Fulfulde [fub]. Some also use Buwal [bhs]. Some also use French [fra]. Some also use Mefele [mfj]. Some also use North Mofu [mfk]. A few also use Hausa [hau]. A few also use Hdi [xed]. Used as L2 by Cuvok [cuv], Gavar [gou], Hdi [xed], Mefele [mfj], Mofu-Gudur [mif], Vemgo-Mabas [vem], Zulgo-Gemzek [gnd].
gux	gour1243	Gourmanchéma	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	1	0	1	0	0	0	0	0		1	1	58% (2006 census).	5%–10%.	Latin script [Latn].	Literacy rate in L1: 58% (2006 census). Literacy rate in L2: 5%–10%.Central dialect is prestigious and used for writing. Also used in adult literacy classes (2021SIL). Taught as subject in some primary schools through grades 3–5. Newspapers. Radio. Videos.Dictionary. Grammar. Texts. Bible: 2005.	Used by all. Also use French [fra]. Also use Moore [mos]. Also use WesternNiger Fulfulde [fuh]. Also use Zarma [dje].
ing	dege1248	Degexit'an	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	1	0	0		1	0	N/A	N/A	Latin script [Latn].	Literature. Dictionary. Texts.	Shifted to English [eng].
gyi	gyel1242	Gyele	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		0	1	5% have some literacy in Gyele.	N/A	Latin script [Latn], used since about 1987.	Literacy rate in L1: 5% have some literacy in Gyele. Literacy rate in L2:Very few can read French [fra]. A Bipindi boarding school uses Gyele materials in elementaryschool, which produced some literacy among Bipindi area Gyele speakers. Not used in governmentschools, which more children are attending. Radio. Videos. Grammar. Texts. Bible portions: 1981.	Speakers often hide the fact that they have their own language. However,within the group, when no outsiders are present, they prefer Gyele. Home, with each other. Someof all ages. Most also use Kwasio [nmg]. A few also use French [fra]. Also use Basaa [bas]. Alsouse Bulu [bum]. Also use Ewondo [ewo]. Used as L2 by Iyasa [yko], Kwasio [nmg].
mvv	taga1273	Tagal Murut	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	0	0		1	1	80%.	80% in Standard Malay [zsm].	Latin script [Latn], developed in about 1987.	Literacy rate in L1: 80%. Literacy rate in L2: 80% in Standard Malay [zsm]. A school for older adults has been set up to teach them to read in Murut Tahol. The primary reviewers expressed the need for primary and secondary school language subjects in Tahol Murut (like Kadazan Dusun), since this is the largest Murutic language in Sabah. Literature. Radio. Videos. Dictionary. Grammar. Texts. Bible: 1998. Agency: Sabah Murut Cultural Association, Kadazandusun Language Foundation (KLF).	The Tahol language seems to be widely used, even among young people. Home, Friends, Religion, Work; Mixed use: Education. Some young people, all adults. Positive attitudes. Most also use Sabah Malay [msi]. Some also use Standard Malay [zsm]. A few also use English [eng]. A few also use Hakka Chinese [hak]. A few also use Kadazan Dusun [dtp]. A few also use Timugon Murut [tih]. Used as L2 by Kadazan Dusun [dtp], Keningau Murut [kxi], Kolod Murut [kqv], Paluan Murut [plz], Selungai Murut [slg], Timugon Murut [tih].
kmt	kemt1242	Kemtuik	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	1	0	1	0		1	0	25%–50%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 25%–50%. Literacy rate in L2: 25%–50%. Literature. Dictionary. NT: 2008.	Adults only. Shifting to Indonesian [ind]. Used as L2 by Mlap [kja].
lnd	lund1271	Lundayeh	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Literature. Radio. Videos. Dictionary. Grammar. Bible: 1982.	Used as L2 by Lengilu [lgi].
crj	sout2978	East Cree (Southern)	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	1	0		1	1	15%–20%.	50%.	Latin script [Latn]. Unified Canadian Aboriginal Syllabics script [Cans],uses eastern finals.	Literacy rate in L1: 15%–20%. Literacy rate in L2: 50%. Taught in primaryand secondary schools in early grades and as subject thereafter. Dictionary. Grammar. NT: 2001.	Most shifted to English [eng]. Some shifted to French [fra]. Used as L2 byAlgonquin [alq].
dsq	tada1238	Dawsahak	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	1	0% (2007 M.	0% (2007 M.	Arabic script, Naskh variant [Arab]. Latin script [Latn].	Literacy rate in L1: 0% (2007 M. Almaki). Literacy rate in L2: 0% (2007 M.Almaki). Literature. Grammar.	Vigorous. Used by all. Positive attitudes. Some also use Tamasheq [taq],although women and children in isolated encampments understand very little.
bcy	baca1246	Bacama	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	1	0	0	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn].	New orthography being introduced so not many readers yet. Newspapers.Dictionary. Texts.	All also use Hausa [hau]. Some also use Adamawa Fulfulde [fub]. Used as L2by Bali [bcn], Kpasham [pbn], Kwa [kwb], Mbula-Bwazza [mbu], Tso [ldp].
ado	abuu1241	Abu	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	N/A	3%–5% in Tok Pisin [tpi].	Latin script [Latn].	Literacy rate in L2: 3%–5% in Tok Pisin [tpi]. Literature. Bible portions:2006.	Home, Community, Special cultural events. Some young people, all adults.Positive attitudes. All also use Tok Pisin [tpi]. Also use English [eng], especially educatedyoung and middle-age adults.
stg	trie1243	Trieng	Written	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		0	0	N/A	N/A		Radio.	Also use Vietnamese [vie].
csk	jola1262	Jola-Kasa	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		1	1	Below 5%.	N/A	Latin script [Latn].	Literacy rate in L1: Below 5%. Literature. Radio. Dictionary. Grammar. NT:2008.	Vigorous. All domains. Used by all. Positive attitudes. Many also useFrench [fra], as the language of education and government (Diouf et al 2017). Many also useWolof [wol], as the language of commerce and interethnic communication (Sarr and Thiaw 2012).Also use Guinea-Bissau Creole [pov]. Used as L2 by Bandial [bqj], Ejamat [eja], Kuwaataay [cwt].
sot	sout2807	Sotho, Southern	Written	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	0	1	1	1	1	0	0	0	0		0	1	N/A	N/A	Latin script [Latn].	Taught in all primary and secondary schools through grade 5 and as subject thereafter, gradually phasing in English [eng] as the language of instruction in grades 6 and 7. Newspapers. Periodicals. Radio. TV. Grammar. Bible: 1878–1989.	
bgs	taga1272	Tagabawa	Written	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	1	0	0	1	0	0	0	1	0		0	0	N/A	90%.	Latin script [Latn].	Literacy rate in L2: 90%. Literature. Radio. Texts. NT: 2004.	
ach	acol1236	Acoli	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	0	1	1	0	0	0	0		1	1	N/A	N/A	Latin script [Latn], used since 1947.	Taught in primary schools through grade 3. Taught as subject in somesecondary schools, as ‘Lwo’, sharing materials with Alur [alz], Jopadhola [adh], Kumam [kdi],and Lango [laj]. Taught as ‘Lwo’ at 1 university. Literature. Newspapers. Radio. Videos.Dictionary. Grammar. Bible: 1986.	Home, market, church, office. Used by all. Most are young. Positiveattitudes. Most also use English [eng]. Some also use Swahili [swh]. Used as L2 by Kuku [ukv],Thur [lth].
kib	koal1240	Koalib	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	0	N/A	N/A	Latin script [Latn].	Literature. NT: 1967–1994.	Also use Sudanese Arabic [apd].
dkx	maza1304	Mazagway	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn].	Literature. Dictionary. Texts. Bible portions: 1972.	Vigorous. All domains. Used by all. Positive attitudes. Many also useFrench [fra]. Some also use Adamawa Fulfulde [fub]. Some also use Daba [dbq]. Some also useGiziga [giz]. Some also use Mina [hna]. Used as L2 by Mina [hna].
bdg	bong1289	Bonggi	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn], developed in about 1987.	Literature. Dictionary. Bible portions: 1992.	Mixed use in Home, Friends, Religion, Work. Some young people, all adults.Positive attitudes. Also use Mapun [sjm]. Also use Molbog [pwm]. Also use Sabah Malay [msi].Also use Southern Sama [ssb]. Used as L2 by Molbog [pwm].
hac	gura1251	Gurani	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Arabic script, Naskh variant [Arab]. Arabic script, Nastaliq variant[Aran], used in Iran.	Literature. Grammar. Texts.	Some young people, all adults. Most also use Central Kurdish [ckb]. Mostalso use Iranian Persian [pes]. Also use Southern Kurdish [sdh].
suc	west2557	Subanon, Western	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	1	1	0	1	0		0	0	39%.	39%.	Latin script [Latn].	Literacy rate in L1: 39%. Literacy rate in L2: 39%. Multilingual education pilot program. Taught in a few primary and secondary schools. Literature. NT: 1996–2021.	Shifting to Sabah Bisaya [bsy] (2023 S. Bulalang). Home, Community, Work, Religion, Education. Some of all ages. Positive attitudes. Many also use Sabah Bisaya [bsy]. Some also use Chavacano [cbk]. Some also use English [eng]. Some also use Tagalog [tgl]. Some also use Tausug [tsg].
wbl	wakh1245	Wakhi	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		1	1	N/A	3%–15%.	Arabic script, Naskh variant [Arab], used in Afghanistan. Arabic script, Nastaliq variant [Aran], used in handwriting and for book titles. Cyrillic script [Cyrl], used in Tajikistan. Latin script [Latn], used in Pakistan, preferred script, not firmly established.	Literacy rate in L2: 3%–15%. Pilot L1 literacy project ongoing (2012). Radio. Dictionary. Grammar. Texts. Bible portions: 2001.	Vigorous. Home, community, work. Used by all. Positive attitudes. Many also use Urdu [urd]. Some also use Dari [prs], especially men.
gun	mbya1239	Guaraní, Mbyá	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	10%–30%.	15%–25%.	Latin script [Latn].	Literacy rate in L1: 10%–30%. Literacy rate in L2: 15%–25%. Literature.Dictionary. Grammar. Texts. Bible: 2004.	Some also use Portuguese [por].
mrw	mara1404	Maranao	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	0	N/A	20%.	Arabic script, Naskh variant [Arab]. Latin script [Latn].	Literacy rate in L2: 20%. Taught as subject in all primary schools through grade 3 in Lanao del Sur and some municipalities in Lanao del Norte. Literature. Dictionary. Bible: 2013.	Many code-switch between Maranao-Cebuano, Maranao-English, and Maranao-Filipino (2023 S. Mutia). Some of all ages, including some passive speakers among both children and adults. Positive attitudes. Also use Cebuano [ceb]. Also use English [eng]. Also use Tagalog [tgl]. Used as L2 by Southern Subanen [laa].
kpw	kobo1249	Kobon	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	1	20%–25%.	20%–25%.	Latin script [Latn].	Literacy rate in L1: 20%–25%. Literacy rate in L2: 20%–25%. Interest in L1 literacy increasing. Local school staff are regularly producing new material for use in the schools. Literature. Grammar. NT: 2005–2008.	Vigorous. All domains. Used by all. Positive attitudes. Also use Tok Pisin [tpi], especially youth. Used as L2 by Haruai [tmd].
hub	huam1247	Huambisa	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	1	50%.	50%.	Latin script [Latn].	Literacy rate in L1: 50%. Literacy rate in L2: 50%. Taught as subject inprimary schools. Literature. Dictionary. Grammar. Texts. NT: 1975–2010.	Most children acquire the language (Crevels 2007). All domains. Used byall. Positive attitudes. Also use Spanish [spa].
nmf	tang1336	Naga, Tangkhul	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	0	1	0	0	0	0	0		1	1	N/A	73% Meitei [mni], English [eng] (2001 census).	Latin script [Latn].	Literacy rate in L2: 73% Meitei [mni], English [eng] (2001 census). Literature is based on the Ukhrul dialect. Literature. Newspapers. Periodicals. Radio. Dictionary. Grammar. Bible: 1976–2014.	Also use English [eng].
nza	tigo1236	Mbembe, Tigon	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		1	1	10%.	15%–25%.	Latin script [Latn].	Literacy rate in L1: 10%. Literacy rate in L2: 15%–25%. 5% can read and write. Used informally in education. Literature. Radio. Dictionary. Grammar. Texts. NT: 2018.	Vigorous. All domains. Used by all. Positive attitudes. Many also use Cameroon Pidgin [wes]. Some also use English [eng]. Some also use Limbum [lmp]. Also use Hausa [hau]. Also use Naami [bzv]. Used as L2 by Kemedzung [dmo], Limbum [lmp], Naami [bzv], Sari [asj].
bqp	busa1253	Busa	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	1	N/A	5%.	Latin script [Latn], used since 2004.	Literacy rate in L2: 5%. Busa and Hausa adult literacy programs.Literature. Dictionary. Grammar. NT: 2005.	Used by all. Positive attitudes. Also use Cishingini [asg]. Also useEnglish [eng]. Also use Hausa [hau]. Used as L2 by Kyanga [tye], Laru [lan].
ajg	ajab1235	Aja (Benin)	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	0	1	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Taught as subject in primary schools in grades 1 and 2, in 5 schools (2014SIL). Literature. Newspapers. Radio. Dictionary. Grammar. Bible portions: 2010–2018.	Vigorous. Home, neighborhood, work. Used by all. Positive attitudes. Alsouse French [fra]. Also use Gen [gej]. Used as L2 by Saxwe Gbe [sxw].
mgq	mali1279	Malila	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	0	N/A	Low.	Latin script [Latn].	Literacy rate in L2: Low. SIL has transition literacy work (Swahili to Malila), and some pre-school basic literacy classes. Literature. NT: 2020.	Vigorous. Other language speakers moving into the area learn Malila. Most domains including church and politics. Used by all. Positive attitudes. Also use Swahili [swh].
kot	lagw1237	Lagwan	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Literature. Radio. Dictionary. Grammar. Texts.	All ages, but intergenerational transmission is weakening. Some also use French [fra], as language of public education. Also use Chadian Arabic [shu]. Used as L2 by Jina [jia].
tzm	cent2194	Tamazight, Central Atlas	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	1	1	0	0	0	0	0		1	1	N/A	Men 25%, women 5%.	Arabic script, Naskh variant [Arab]. Latin script [Latn]. Tifinagh (Berber) script [Tfng], developed in 2003, official usage.	Literacy rate in L2: Men 25%, women 5%. Literature. Radio. TV. Videos. Dictionary. Grammar. Texts. Bible portions: 1919–1981.	A major Berber language. Some young people, all adults. Also use Moroccan Arabic [ary], as L2.
mxy	sout3002	Mixtec, Southeastern Nochixtlán	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	0	3%–5%.	75%.	Latin script [Latn].	Literacy rate in L1: 3%–5%. Literacy rate in L2: 75%. Literature. Videos. Dictionary. Bible portions: 1998–2020.	Home. Positive attitudes. Also use Spanish [spa], bilingually, and generally prefer it.
bse	wush1238	Wushi	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		0	1	N/A	N/A	Latin script [Latn].	Radio. Grammar.	Used by all. Some also use English [eng], as language of public education.Also use Cameroon Pidgin [wes]. Also use Lamnsoʼ [lns].
jav	java1254	Javanese	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	0	0		0	0	N/A	N/A	Arabic script, Naskh variant [Arab], no longer in use. Javanese script[Java], no longer in use. Latin script [Latn].	Taught in primary and secondary schools. Fully developed. Bible: 1854–1994.	Also use Musi [mui], especially in South Sumatra. Used as L2 by Javindo[jvd], Madura [mad], Osing [osi], Tengger [tes].
gnd	zulg1242	Zulgo-Gemzek	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	0	N/A	10%.	Latin script [Latn].	Literacy rate in L2: 10%. Literature. Dictionary. NT: 1988–1997.	Vigorous. All domains. Used by all. Many also use Merey [meq]. Some alsouse French [fra], as language of public education. Some also use Mafa [maf]. Also use AdamawaFulfulde [fub], in church, but with interpretation into Gemzek or Zulgo. Used as L2 by Mada[mxu], Matal [mfh], Merey [meq].
thz	taya1257	Tamajeq, Tayart	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		0	0	N/A	N/A	Latin script [Latn]. Tifinagh (Berber) script [Tfng], called Shifinagh.	Literature. Radio. NT: 1990–2003.	Also use Hausa [hau]. Used as L2 by Algerian Saharan Arabic [aao], Tetserret [tez].
app	apma1240	Apma	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	Low.	80%–90%, at a basic level.	Latin script [Latn].	Literacy rate in L1: Low. Literacy rate in L2: 80%–90%, at a basic level.Taught as subject in most primary schools in grades 1 and 2. Literature. Dictionary. Grammar.Bible portions: 1977.	Home, Community; Mixed: Work, Religion, Education. Used by all. Positiveattitudes. A few also use Hano [lml]. Used as L2 by Hano [lml], Ske [ske], Sowa [sww].
dga	sout2789	Dagaare, Southern	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	1	0	0	1	0		0	1	5%–10%.	5%–15%.	Latin script [Latn], used since 1966.	Literacy rate in L1: 5%–10%. Literacy rate in L2: 5%–15%. Taught in primaryand secondary schools through grade 3 and as subject thereafter. Literature. Radio. Grammar. NT:2014.	Vigorous. All domains. Used by all. Also use English [eng].
rar	raro1241	Rarotongan	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Taught in primary schools in early grades only. Bible: 1851–1888.	English [eng] preferred by the younger generation (Wurm 2007). Used as L2 by Penrhyn [pnh], Pukapuka [pkp].
cqd	chua1256	Chuanqiandian Cluster Miao	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		1	1	10% or less.	42% in MandarinChinese [cmn].	Latin script [Latn], pinyin-based, used between 1958–1960 and from 1981,experimental usage.	Literacy rate in L1: 10% or less. Literacy rate in L2: 42% in MandarinChinese [cmn]. Literature. Radio. Dictionary. Grammar. NT: 2017.	Vigorous. Home, community, market. Used by all. Positive attitudes. Alsouse Mandarin Chinese [cmn], especially the younger generation and urban residents. Used as L2 byBugan [bbh].
scp	hela1238	Helambu Sherpa	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	1	0		1	1	N/A	15%–25%.	Devanagari script [Deva].	Literacy rate in L2: 15%–25%. Literacy motivation not high, except in English [eng]. Radio. Dictionary. Grammar. Texts. NT: 2000.	Home; mixed use: Friends, religion, work. Some young people, all adults. Also use Central Tibetan [bod]. Also use English [eng]. Also use Hindi [hin]. Also use Nepali [npi], viewing it as useful.
koo	konz1239	Konjo	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	1	0	0	0	0		1	0	N/A	N/A	Latin script [Latn], used since 1914.	Taught in primary schools through grade 3. Literature. Radio. Dictionary. Bible portions: 1914. Agency: Kikinzo Language and Culture Office.	Home, market. Used by all. Positive attitudes. Most also use English [eng]. Most also use Tooro [ttj].
tsx	muba1238	Mubami	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	Below 5%.	Below 5% in English [eng].	Latin script [Latn], limited usage.	Literacy rate in L1: Below 5%. Literacy rate in L2: Below 5% in English [eng]. Literature.	Vigorous. Home, Community, Education, Religion, Special cultural events. Used by all. Positive attitudes. Most also use Tok Pisin [tpi]. Some also use English [eng]. Also use Bamu [bcf]. Also use Gogodala [ggw]. Also use Hiri Motu [hmo].
bci	baou1238	Baoulé	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		1	1	10%–30%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 10%–30%. Literacy rate in L2: 25%–50%. Radio.Dictionary. Grammar. Texts. Bible: 1998.	Also use French [fra]. Used as L2 by Abidji [abi], Attié [ati], Beng [nhb],Krobu [kxb], Ngen [gnj], Yaouré [yre].
zga	nucl1379	Kinga	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	1	N/A	N/A	Latin script [Latn].	Literature. Grammar. NT: 1961–2019.	Vigorous. Home. Used by all. Positive attitudes. Also use Swahili [swh]. Used as L2 by Magoma [gmx].
srn	sran1240	Sranan	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	0	10%.	50%–75%.	Latin script [Latn].	Literacy rate in L1: 10%. Literacy rate in L2: 50%–75%. Literature. Dictionary. Texts. Bible: 1997–2016.	All domains. Used by all. Also use Dutch [nld]. Used as L2 by Arawak [arw], Aukan [djk], Carib [car], Dutch [nld], Hakka Chinese [hak], Kwinti [kww], Sarnami Hindustani [hns], Wayana [way], Yue Chinese [yue].
ben	beng1280	Bengali	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	0	0		0	0	N/A	N/A	Bengali (Bangla) script [Beng], primary usage. Braille script [Brai]. Newascript [Newa], no longer in use.	Taught in all primary and secondary schools. Taught in most tertiaryschools. Fully developed. Bible: 1832–2016.	Used by all. A few also use War-Jaintia [aml]. Also use Chittagonian [ctg].
mak	maka1311	Makasar	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		1	1	N/A	N/A	Buginese script [Bugi]. Latin script [Latn]. Makasar script [Maka], no longer in use.	Taught as subject in some primary schools. Radio. Dictionary. Grammar. Texts. Bible: 1900–1999.	Home, community, work (in rural areas). Some young people, all adults. Young people in the cities are shifting to Indonesian [ind] and Makassar Indonesian [mfp] (2019 B. Marshall). All also use Indonesian [ind]. Young people in the cities are shifting to Indonesian (2019 B. Marshall). All also use Makassar Indonesian [mfp]. Young people in the cities are shifting to Makassar Indonesian (2019 B. Marshall). Some also use Bugis [bug]. Used as L2 by Bugis [bug], Coastal Konjo [kjc].
mal	mala1464	Malayalam	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	0	0		0	0	N/A	N/A	Arabic script, Naskh variant [Arab]. Braille script [Brai], used since 1998. Malayalam script [Mlym], primary usage.	Taught in primary and secondary schools through grade 5 and as subject thereafter in Kerala State, and Lakshadweep and Puducherry union territories. Fully developed. Bible: 1841–2004.	Cochin Jews in Kerala speak Malayalam. Used as L2 by Allar [all], Aranadan [aaf], Attapady Kurumba [pkr], Irula [iru], Jennu Kurumba [xuj], Kadar [kej], Kalanadi [wkl], Kanikkaran [kev], Kodava [kfa], Kudiya [kfg], Kunduvadi [wku], Kurichiya [kfh], Mala Malasar [ima], Malapandaram [mjp], Malaryan [mjq], Malasar [ymr], Malavedan [mjr], Mannan [mjv], Moundadan Chetti [cty], Muduga [udg], Mullu Kurumba [kpb], Muthuvan [muv], Paliyan [pcf], Paniya [pcg], Pathiya [pty], Ravula [yea], Thachanadan [thn], Ullatan [ull], Urali [url], Wayanad Chetti [ctt].
jum	jumj1238	Jumjum	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Arabic script, Naskh variant [Arab]. Latin script [Latn].	Orthography and some literacy materials produced. Literature. Dictionary.Grammar.	All domains. Used by all. Positive attitudes. Used as L2 by Uduk [udu].
bqi	bakh1245	Bakhtiari	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	N/A	High in Persian [pes].	Arabic script, Naskh variant [Arab]. Arabic script, Nastaliq variant[Aran].	Literacy rate in L2: High in Persian [pes]. Literature. Dictionary.Grammar. Texts.	Vigorous. Home, commerce. Used by all. Positive attitudes. Also use English[eng]. Also use Iranian Persian [pes]. Used as L2 by Dezfuli [def].
aji	ajie1238	Ajië	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Latin script [Latn].	Literature. Dictionary. Grammar. NT: 1922.	Vigorous. Use as regional and church language decreasing with greater useof French [fra]. Positive attitudes. Used as L2 by Arhâ [aqr], Arhö [aok], Bwatoo [bwa], Orowe[bpk].
vmc	juxt1235	Mixtec, Juxtlahuaca	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Radio.	Used by all.
bnp	bola1250	Bola	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	1	N/A	High in Tok Pisin [tpi].	Latin script [Latn].	Literacy rate in L2: High in Tok Pisin [tpi]. Literature. Grammar. NT:2011.	Some young people, all adults. Most also use Tok Pisin [tpi] (van den Bergand Wiebe 2019). Some also use English [eng] (van den Berg and Wiebe 2019). Used as L2 by Bebeli[bek], Bulu [bjl].
blr	blan1242	Blang	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	0	N/A	77% (2000 census).	Latin script [Latn]. Tai Le script [Tale], used in Dehong and Lincang,Yunnan, China. Tai Tham (Lanna) script [Lana], used in Xishuangbanna, Yunnan, China. Thai script[Thai].	Literacy rate in L2: 77% (2000 census). Literature. NT: 2020.	Vigorous. All domains. Used by all. Positive attitudes. Also use Lü [khb].Also use Mandarin Chinese [cmn]. Also use Vo Wa [wbm]. Used as L2 by Lahu [lhu].
